"";"ensembl_gene_id";"description";"external_gene_name";"entrezgene";"zfin_id_id"
"17038";"ENSDARG00000088466";"thioredoxin related transmembrane protein 3b [Source:ZFIN;Acc:ZDB-GENE-060901-5]";"tmx3b";553250;"ZDB-GENE-060901-5"
"17039";"ENSDARG00000088475";"protocadherin 1 gamma b 9 [Source:ZFIN;Acc:ZDB-GENE-041118-18]";"pcdh1gb9";553940;"ZDB-GENE-041118-18"
"17040";"ENSDARG00000088484";"potassium inwardly-rectifying channel, subfamily J, member 1a, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-050420-272]";"kcnj1a.6";569052;"ZDB-GENE-050420-272"
"17041";"ENSDARG00000088492";"centriolin [Source:ZFIN;Acc:ZDB-GENE-120608-3]";"cntrl";100334259;"ZDB-GENE-120608-3"
"17042";"ENSDARG00000088493";"si:ch211-149k12.3 [Source:ZFIN;Acc:ZDB-GENE-131127-504]";"si:ch211-149k12.3";NA;"ZDB-GENE-131127-504"
"17043";"ENSDARG00000088502";"Pim proto-oncogene, serine/threonine kinase, related 137 [Source:ZFIN;Acc:ZDB-GENE-131122-75]";"pimr137";100536547;"ZDB-GENE-131122-75"
"17044";"ENSDARG00000088505";"family with sequence similarity 217, member B [Source:ZFIN;Acc:ZDB-GENE-090313-236]";"fam217b";557141;"ZDB-GENE-090313-236"
"17045";"ENSDARG00000088507";"zinc finger protein 982 [Source:ZFIN;Acc:ZDB-GENE-131120-1]";"znf982";100331424;"ZDB-GENE-131120-1"
"17046";"ENSDARG00000088514";"actinodin1 [Source:ZFIN;Acc:ZDB-GENE-030131-9105]";"and1";794315;"ZDB-GENE-030131-9105"
"17047";"ENSDARG00000088515";"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2b [Source:ZFIN;Acc:ZDB-GENE-120426-2]";"st6gal2b";797439;"ZDB-GENE-120426-2"
"17048";"ENSDARG00000088524";"acyl-CoA thioesterase 17 [Source:ZFIN;Acc:ZDB-GENE-040426-2381]";"acot17";572757;"ZDB-GENE-040426-2381"
"17049";"ENSDARG00000088539";"plac8 onzin related protein 2 [Source:ZFIN;Acc:ZDB-GENE-050411-41]";"ponzr2";550165;"ZDB-GENE-050411-41"
"17050";"ENSDARG00000088546";"myc target 1b [Source:ZFIN;Acc:ZDB-GENE-131127-631]";"myct1b";100537522;"ZDB-GENE-131127-631"
"17051";"ENSDARG00000088549";"si:ch1073-390k14.1 [Source:ZFIN;Acc:ZDB-GENE-141215-14]";"si:ch1073-390k14.1";101883856;"ZDB-GENE-141215-14"
"17052";"ENSDARG00000088552";"si:dkey-23f9.13 [Source:ZFIN;Acc:ZDB-GENE-141216-15]";"si:dkey-23f9.13";100004335;"ZDB-GENE-141216-15"
"17053";"ENSDARG00000088552";"si:dkey-23f9.13 [Source:ZFIN;Acc:ZDB-GENE-141216-15]";"si:dkey-23f9.13";100537805;"ZDB-GENE-141216-15"
"17054";"ENSDARG00000088552";"si:dkey-23f9.13 [Source:ZFIN;Acc:ZDB-GENE-141216-15]";"si:dkey-23f9.13";110438889;"ZDB-GENE-141216-15"
"17055";"ENSDARG00000088556";"si:dkey-1c7.2 [Source:ZFIN;Acc:ZDB-GENE-121214-214]";"si:dkey-1c7.2";NA;"ZDB-GENE-121214-214"
"17056";"ENSDARG00000088560";"transmembrane protein 104 [Source:ZFIN;Acc:ZDB-GENE-070822-4]";"tmem104";565387;"ZDB-GENE-070822-4"
"17057";"ENSDARG00000088567";"vacuolar protein sorting 72 homolog b [Source:ZFIN;Acc:ZDB-GENE-100922-13]";"vps72b";795272;"ZDB-GENE-100922-13"
"17058";"ENSDARG00000088571";"SOGA family member 3a [Source:ZFIN;Acc:ZDB-GENE-100921-84]";"soga3a";558933;"ZDB-GENE-100921-84"
"17059";"ENSDARG00000088581";"coagulation factor X [Source:ZFIN;Acc:ZDB-GENE-021206-9]";"f10";282670;"ZDB-GENE-021206-9"
"17060";"ENSDARG00000088584";"si:ch73-352p18.4 [Source:ZFIN;Acc:ZDB-GENE-110411-101]";"si:ch73-352p18.4";100535246;"ZDB-GENE-110411-101"
"17061";"ENSDARG00000088589";"plac8 onzin related protein 3 [Source:ZFIN;Acc:ZDB-GENE-050506-38]";"ponzr3";100004954;"ZDB-GENE-050506-38"
"17062";"ENSDARG00000088590";"paxillin a [Source:ZFIN;Acc:ZDB-GENE-040105-1]";"pxna";399546;"ZDB-GENE-040105-1"
"17063";"ENSDARG00000088593";"carbohydrate (keratan sulfate Gal-6) sulfotransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040801-21]";"chst1";445124;"ZDB-GENE-040801-21"
"17064";"ENSDARG00000088595";"cysteine-rich secretory protein LCCL domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-130131-1]";"crispld2";100535149;"ZDB-GENE-130131-1"
"17065";"ENSDARG00000088601";"si:dkey-175m17.6 [Source:ZFIN;Acc:ZDB-GENE-091204-392]";"si:dkey-175m17.6";100007286;"ZDB-GENE-091204-392"
"17066";"ENSDARG00000088612";"si:ch211-153b23.7 [Source:ZFIN;Acc:ZDB-GENE-141216-14]";"si:ch211-153b23.7";100004948;"ZDB-GENE-141216-14"
"17067";"ENSDARG00000088615";"leukotriene B4 receptor 2a [Source:ZFIN;Acc:ZDB-GENE-140106-272]";"ltb4r2a";100535026;"ZDB-GENE-140106-272"
"17068";"ENSDARG00000088616";"si:ch211-152l15.2 [Source:ZFIN;Acc:ZDB-GENE-110913-91]";"si:ch211-152l15.2";NA;"ZDB-GENE-110913-91"
"17069";"ENSDARG00000088619";"REX4 homolog, 3'-5' exonuclease [Source:ZFIN;Acc:ZDB-GENE-050411-124]";"rexo4";100333127;"ZDB-GENE-050411-124"
"17070";"ENSDARG00000088625";"si:ch211-142d6.2 [Source:ZFIN;Acc:ZDB-GENE-141216-119]";"si:ch211-142d6.2";794295;"ZDB-GENE-141216-119"
"17071";"ENSDARG00000088630";"Rho guanine nucleotide exchange factor (GEF) 10-like a [Source:ZFIN;Acc:ZDB-GENE-120814-1]";"arhgef10la";799435;"ZDB-GENE-120814-1"
"17072";"ENSDARG00000088631";"transcriptional-regulating factor 1-like [Source:NCBI gene;Acc:100535969]";"BX000363.1";100535969;""
"17073";"ENSDARG00000088634";"adenylate cyclase 1b [Source:ZFIN;Acc:ZDB-GENE-100805-1]";"adcy1b";569499;"ZDB-GENE-100805-1"
"17074";"ENSDARG00000088639";"cell division cycle associated 9 [Source:ZFIN;Acc:ZDB-GENE-090706-4]";"cdca9";100151622;"ZDB-GENE-090706-4"
"17075";"ENSDARG00000088640";"zinc finger protein 1115 [Source:ZFIN;Acc:ZDB-GENE-131119-74]";"znf1115";NA;"ZDB-GENE-131119-74"
"17076";"ENSDARG00000088641";"granulin 2 [Source:ZFIN;Acc:ZDB-GENE-050522-264]";"grn2";336575;"ZDB-GENE-050522-264"
"17077";"ENSDARG00000088643";"legumain-like [Source:NCBI gene;Acc:108191752]";"CU855711.1";108191752;""
"17078";"ENSDARG00000088650";"si:ch211-208k15.1 [Source:ZFIN;Acc:ZDB-GENE-100922-189]";"si:ch211-208k15.1";101882035;"ZDB-GENE-100922-189"
"17079";"ENSDARG00000088656";"si:ch211-212k18.6 [Source:ZFIN;Acc:ZDB-GENE-130530-938]";"si:ch211-212k18.6";NA;"ZDB-GENE-130530-938"
"17080";"ENSDARG00000088658";"si:ch211-209f22.3 [Source:ZFIN;Acc:ZDB-GENE-141216-48]";"si:ch211-209f22.3";NA;"ZDB-GENE-141216-48"
"17081";"ENSDARG00000088663";"lectin, mannose-binding 2-like b [Source:ZFIN;Acc:ZDB-GENE-060929-256]";"lman2lb";767766;"ZDB-GENE-060929-256"
"17082";"ENSDARG00000088672";"zmp:0000000936 [Source:ZFIN;Acc:ZDB-GENE-130530-939]";"zmp:0000000936";799204;"ZDB-GENE-130530-939"
"17083";"ENSDARG00000088680";"HERV-H LTR-associating 2b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-131127-591]";"hhla2b.1";103909755;"ZDB-GENE-131127-591"
"17084";"ENSDARG00000088682";"si:dkey-192d15.3 [Source:ZFIN;Acc:ZDB-GENE-040724-245]";"si:dkey-192d15.3";NA;"ZDB-GENE-040724-245"
"17085";"ENSDARG00000088686";"histone cluster 1 H2A family member 11 [Source:ZFIN;Acc:ZDB-GENE-081205-1]";"hist1h2a11";100004011;"ZDB-GENE-081205-1"
"17086";"ENSDARG00000088689";"si:ch211-201o1.1 [Source:ZFIN;Acc:ZDB-GENE-120709-60]";"si:ch211-201o1.1";100535360;"ZDB-GENE-120709-60"
"17087";"ENSDARG00000088690";"DNA damage-induced apoptosis suppressor [Source:ZFIN;Acc:ZDB-GENE-050208-281]";"ddias";497565;"ZDB-GENE-050208-281"
"17088";"ENSDARG00000088693";"DC-STAMP domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-070809-6]";"dcst2";556296;"ZDB-GENE-070809-6"
"17089";"ENSDARG00000088699";"PDZ domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-110310-2]";"pdzd8";561279;"ZDB-GENE-110310-2"
"17090";"ENSDARG00000088701";"toll-like receptor 20, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040220-6]";"tlr20.2";403140;"ZDB-GENE-040220-6"
"17091";"ENSDARG00000088708";"nerve growth factor receptor a (TNFR superfamily, member 16) [Source:ZFIN;Acc:ZDB-GENE-050928-1]";"ngfra";100535003;"ZDB-GENE-050928-1"
"17092";"ENSDARG00000088709";"tumor necrosis factor, alpha-induced protein 8-like 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1313]";"tnfaip8l3";393322;"ZDB-GENE-040426-1313"
"17093";"ENSDARG00000088711";"lectin, galactoside-binding, soluble, 1 (galectin 1)-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4905]";"lgals1l1";326706;"ZDB-GENE-030131-4905"
"17094";"ENSDARG00000088713";"si:ch211-226h8.14 [Source:ZFIN;Acc:ZDB-GENE-050208-470]";"si:ch211-226h8.14";795554;"ZDB-GENE-050208-470"
"17095";"ENSDARG00000088717";"esophageal cancer related gene 4b [Source:ZFIN;Acc:ZDB-GENE-110324-2]";"ecrg4b";793804;"ZDB-GENE-110324-2"
"17096";"ENSDARG00000088727";"zmp:0000000937 [Source:ZFIN;Acc:ZDB-GENE-130530-940]";"zmp:0000000937";101884588;"ZDB-GENE-130530-940"
"17097";"ENSDARG00000088736";"si:ch211-250n8.1 [Source:ZFIN;Acc:ZDB-GENE-130603-2]";"si:ch211-250n8.1";100001306;"ZDB-GENE-130603-2"
"17098";"ENSDARG00000088739";"";"CR382327.1";NA;""
"17099";"ENSDARG00000088740";"3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1 [Source:ZFIN;Acc:ZDB-GENE-080220-15]";"hmgcll1";571388;"ZDB-GENE-080220-15"
"17100";"ENSDARG00000088743";"zgc:174193 [Source:ZFIN;Acc:ZDB-GENE-080215-8]";"zgc:174193";110437759;"ZDB-GENE-080215-8"
"17101";"ENSDARG00000088745";"zgc:173915 [Source:ZFIN;Acc:ZDB-GENE-071004-112]";"MFAP4 (1 of many)";100126122;"ZDB-GENE-071004-112"
"17102";"ENSDARG00000088750";"otogelin-like [Source:ZFIN;Acc:ZDB-GENE-050419-93]";"otogl";555569;"ZDB-GENE-050419-93"
"17103";"ENSDARG00000088753";"cilia and flagella associated protein 299 [Source:ZFIN;Acc:ZDB-GENE-060526-173]";"cfap299";558475;"ZDB-GENE-060526-173"
"17104";"ENSDARG00000088762";"si:ch211-224l10.4 [Source:ZFIN;Acc:ZDB-GENE-090312-125]";"si:ch211-224l10.4";570038;"ZDB-GENE-090312-125"
"17105";"ENSDARG00000088764";"lysophospholipase-like 1 [Source:ZFIN;Acc:ZDB-GENE-050306-32]";"lyplal1";503751;"ZDB-GENE-050306-32"
"17106";"ENSDARG00000088764";"lysophospholipase-like 1 [Source:ZFIN;Acc:ZDB-GENE-050306-32]";"lyplal1";797125;"ZDB-GENE-050306-32"
"17107";"ENSDARG00000088775";"";"CABZ01059406.1";NA;""
"17108";"ENSDARG00000088789";"microtubule associated serine/threonine kinase 1b [Source:ZFIN;Acc:ZDB-GENE-131025-2]";"mast1b";796144;"ZDB-GENE-131025-2"
"17109";"ENSDARG00000088794";"si:ch73-180n10.1 [Source:ZFIN;Acc:ZDB-GENE-130603-83]";"si:ch73-180n10.1";NA;"ZDB-GENE-130603-83"
"17110";"ENSDARG00000088798";"phosphatidylinositol-specific phospholipase C, X domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-131127-240]";"plcxd1";563489;"ZDB-GENE-131127-240"
"17111";"ENSDARG00000088799";"xyloside xylosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-120521-2]";"xxylt1";449721;"ZDB-GENE-120521-2"
"17112";"ENSDARG00000088801";"FYVE, RhoGEF and PH domain containing 5a [Source:ZFIN;Acc:ZDB-GENE-090428-3]";"fgd5a";100151562;"ZDB-GENE-090428-3"
"17113";"ENSDARG00000088805";"nestin [Source:ZFIN;Acc:ZDB-GENE-071119-2]";"nes";100150939;"ZDB-GENE-071119-2"
"17114";"ENSDARG00000088807";"kelch-like family member 22 [Source:ZFIN;Acc:ZDB-GENE-081104-154]";"klhl22";100333714;"ZDB-GENE-081104-154"
"17115";"ENSDARG00000088810";"prospero homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-050107-3]";"prox1b";564431;"ZDB-GENE-050107-3"
"17116";"ENSDARG00000088813";"protein phosphatase 1, regulatory subunit 3Ab [Source:ZFIN;Acc:ZDB-GENE-050309-246]";"ppp1r3ab";100001260;"ZDB-GENE-050309-246"
"17117";"ENSDARG00000088816";"TraB domain containing 2B [Source:ZFIN;Acc:ZDB-GENE-091204-381]";"trabd2b";566028;"ZDB-GENE-091204-381"
"17118";"ENSDARG00000088817";"WD repeat domain 59 [Source:ZFIN;Acc:ZDB-GENE-120215-187]";"wdr59";103909113;"ZDB-GENE-120215-187"
"17119";"ENSDARG00000088818";"si:dkey-83f18.8 [Source:NCBI gene;Acc:100001420]";"CR318646.1";100001420;""
"17120";"ENSDARG00000088820";"zgc:174288 [Source:NCBI gene;Acc:100126137]";"zgc:174288";100126137;""
"17121";"ENSDARG00000088823";"crystallin, gamma M2d3 [Source:ZFIN;Acc:ZDB-GENE-060918-2]";"crygm2d3";790908;"ZDB-GENE-060918-2"
"17122";"ENSDARG00000088825";"citron rho-interacting serine/threonine kinase b [Source:ZFIN;Acc:ZDB-GENE-131030-2]";"citb";100333880;"ZDB-GENE-131030-2"
"17123";"ENSDARG00000088828";"progestin and adipoQ receptor family member VIII [Source:ZFIN;Acc:ZDB-GENE-030728-3]";"paqr8";368254;"ZDB-GENE-030728-3"
"17124";"ENSDARG00000088831";"si:dkey-81j8.6 [Source:ZFIN;Acc:ZDB-GENE-091116-12]";"si:dkey-81j8.6";101885880;"ZDB-GENE-091116-12"
"17125";"ENSDARG00000088833";"si:ch211-237i5.4 [Source:ZFIN;Acc:ZDB-GENE-131121-468]";"si:ch211-237i5.4";557635;"ZDB-GENE-131121-468"
"17126";"ENSDARG00000088835";"embryonal Fyn-associated substrate [Source:ZFIN;Acc:ZDB-GENE-030131-1658]";"efs";100333297;"ZDB-GENE-030131-1658"
"17127";"ENSDARG00000088836";"si:ch211-76m11.5 [Source:ZFIN;Acc:ZDB-GENE-041210-278]";"si:ch211-76m11.5";NA;"ZDB-GENE-041210-278"
"17128";"ENSDARG00000088841";"dynein, axonemal, light chain 4b [Source:ZFIN;Acc:ZDB-GENE-050208-510]";"dnal4b";100005529;"ZDB-GENE-050208-510"
"17129";"ENSDARG00000088842";"si:dkey-192j17.1 [Source:ZFIN;Acc:ZDB-GENE-091113-38]";"KCNB2";566883;"ZDB-GENE-091113-38"
"17130";"ENSDARG00000088844";"DEAF1 transcription factor [Source:ZFIN;Acc:ZDB-GENE-081022-163]";"deaf1";563776;"ZDB-GENE-081022-163"
"17131";"ENSDARG00000088846";"odorant receptor, family D, subfamily 111, member 4 [Source:ZFIN;Acc:ZDB-GENE-010308-16]";"or111-4";80365;"ZDB-GENE-010308-16"
"17132";"ENSDARG00000088847";"zinc finger protein 1089 [Source:ZFIN;Acc:ZDB-GENE-110913-116]";"znf1089";NA;"ZDB-GENE-110913-116"
"17133";"ENSDARG00000088859";"trace amine associated receptor 14f [Source:ZFIN;Acc:ZDB-GENE-041210-313]";"taar14f";795486;"ZDB-GENE-041210-313"
"17134";"ENSDARG00000088861";"zinc finger protein 1021 [Source:ZFIN;Acc:ZDB-GENE-110913-143]";"znf1021";NA;"ZDB-GENE-110913-143"
"17135";"ENSDARG00000088862";"syntaxin binding protein 6 (amisyn) [Source:ZFIN;Acc:ZDB-GENE-040625-31]";"stxbp6";415153;"ZDB-GENE-040625-31"
"17136";"ENSDARG00000088867";"si:ch211-135n15.1 [Source:ZFIN;Acc:ZDB-GENE-131127-408]";"si:ch211-135n15.1";NA;"ZDB-GENE-131127-408"
"17137";"ENSDARG00000088870";"si:ch211-22k7.9 [Source:ZFIN;Acc:ZDB-GENE-070424-160]";"si:ch211-22k7.9";560232;"ZDB-GENE-070424-160"
"17138";"ENSDARG00000088872";"si:busm1-228j01.4 [Source:ZFIN;Acc:ZDB-GENE-030616-394]";"si:busm1-228j01.4";30763;"ZDB-GENE-030616-394"
"17139";"ENSDARG00000088872";"si:busm1-228j01.4 [Source:ZFIN;Acc:ZDB-GENE-030616-394]";"si:busm1-228j01.4";368844;"ZDB-GENE-030616-394"
"17140";"ENSDARG00000088877";"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:ZFIN;Acc:ZDB-GENE-080215-1]";"smarcd2";564317;"ZDB-GENE-080215-1"
"17141";"ENSDARG00000088878";"C1q and TNF related 1 [Source:ZFIN;Acc:ZDB-GENE-050417-427]";"c1qtnf1";550573;"ZDB-GENE-050417-427"
"17142";"ENSDARG00000088881";"si:dkeyp-69b9.3 [Source:ZFIN;Acc:ZDB-GENE-100922-275]";"si:dkeyp-69b9.3";573741;"ZDB-GENE-100922-275"
"17143";"ENSDARG00000088882";"si:ch211-149b19.2 [Source:ZFIN;Acc:ZDB-GENE-110411-60]";"si:ch211-149b19.2";101884675;"ZDB-GENE-110411-60"
"17144";"ENSDARG00000088885";"si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]";"si:ch1073-340i21.3";570991;"ZDB-GENE-030131-199"
"17145";"ENSDARG00000088891";"solute carrier family 23, member 3 [Source:ZFIN;Acc:ZDB-GENE-070912-714]";"slc23a3";100333020;"ZDB-GENE-070912-714"
"17146";"ENSDARG00000088893";"si:dkey-238d18.3 [Source:ZFIN;Acc:ZDB-GENE-131127-38]";"si:dkey-238d18.3";795978;"ZDB-GENE-131127-38"
"17147";"ENSDARG00000088895";"si:dkeyp-98a7.7 [Source:ZFIN;Acc:ZDB-GENE-050208-520]";"si:dkeyp-98a7.7";100537102;"ZDB-GENE-050208-520"
"17148";"ENSDARG00000088898";"calneuron 1 [Source:ZFIN;Acc:ZDB-GENE-130313-1]";"caln1";562420;"ZDB-GENE-130313-1"
"17149";"ENSDARG00000088899";"Ral GTPase activating protein, beta subunit (non-catalytic) [Source:ZFIN;Acc:ZDB-GENE-130530-945]";"ralgapb";559303;"ZDB-GENE-130530-945"
"17150";"ENSDARG00000088900";"si:dkey-21o19.2 [Source:ZFIN;Acc:ZDB-GENE-090313-241]";"si:dkey-21o19.2";NA;"ZDB-GENE-090313-241"
"17151";"ENSDARG00000088906";"";"CABZ01059403.1";NA;""
"17152";"ENSDARG00000088908";"";"CU570691.1";NA;""
"17153";"ENSDARG00000088911";"cerebellin 17 [Source:ZFIN;Acc:ZDB-GENE-111109-4]";"cbln17";100535383;"ZDB-GENE-111109-4"
"17154";"ENSDARG00000088915";"si:ch211-241n15.3 [Source:ZFIN;Acc:ZDB-GENE-110913-169]";"si:ch211-241n15.3";NA;"ZDB-GENE-110913-169"
"17155";"ENSDARG00000088923";"si:ch211-12h2.8 [Source:ZFIN;Acc:ZDB-GENE-091118-43]";"si:ch211-12h2.8";100126138;"ZDB-GENE-091118-43"
"17156";"ENSDARG00000088924";"si:dkey-185e18.7 [Source:ZFIN;Acc:ZDB-GENE-141215-72]";"si:dkey-185e18.7";795266;"ZDB-GENE-141215-72"
"17157";"ENSDARG00000088927";"zinc finger protein 436-like [Source:NCBI gene;Acc:103911751]";"CR450793.1";103911751;""
"17158";"ENSDARG00000088929";"yippee-like 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1220]";"ypel5";100332089;"ZDB-GENE-040426-1220"
"17159";"ENSDARG00000088932";"si:ch211-12h2.6 [Source:ZFIN;Acc:ZDB-GENE-091117-31]";"si:ch211-12h2.6";562920;"ZDB-GENE-091117-31"
"17160";"ENSDARG00000088933";"golgi transport 1A [Source:ZFIN;Acc:ZDB-GENE-141212-320]";"golt1a";100001834;"ZDB-GENE-141212-320"
"17161";"ENSDARG00000088937";"si:dkey-259j3.5 [Source:ZFIN;Acc:ZDB-GENE-091204-113]";"si:dkey-259j3.5";NA;"ZDB-GENE-091204-113"
"17162";"ENSDARG00000088950";"synaptonemal complex protein 2 [Source:ZFIN;Acc:ZDB-GENE-090313-237]";"sycp2";NA;"ZDB-GENE-090313-237"
"17163";"ENSDARG00000088959";"pyridoxal (pyridoxine, vitamin B6) kinase a [Source:ZFIN;Acc:ZDB-GENE-030131-8376]";"pdxka";791775;"ZDB-GENE-030131-8376"
"17164";"ENSDARG00000088961";"si:dkey-16p19.5 [Source:ZFIN;Acc:ZDB-GENE-120709-69]";"si:dkey-16p19.5";NA;"ZDB-GENE-120709-69"
"17165";"ENSDARG00000088967";"WNK lysine deficient protein kinase 4b [Source:ZFIN;Acc:ZDB-GENE-131120-119]";"wnk4b";557091;"ZDB-GENE-131120-119"
"17166";"ENSDARG00000088972";"si:dkey-238d18.4 [Source:ZFIN;Acc:ZDB-GENE-131121-307]";"si:dkey-238d18.4";796120;"ZDB-GENE-131121-307"
"17167";"ENSDARG00000088975";"si:ch211-14k19.8 [Source:ZFIN;Acc:ZDB-GENE-051214-4]";"si:ch211-14k19.8";567378;"ZDB-GENE-051214-4"
"17168";"ENSDARG00000088981";"transmembrane protein 220 [Source:ZFIN;Acc:ZDB-GENE-131121-194]";"tmem220";100536710;"ZDB-GENE-131121-194"
"17169";"ENSDARG00000088984";"centrosomal protein 131 [Source:ZFIN;Acc:ZDB-GENE-090508-16]";"cep131";563066;"ZDB-GENE-090508-16"
"17170";"ENSDARG00000088985";"si:ch1073-228j22.2 [Source:ZFIN;Acc:ZDB-GENE-110411-227]";"si:ch1073-228j22.2";100334514;"ZDB-GENE-110411-227"
"17171";"ENSDARG00000088989";"si:dkey-241l7.5 [Source:ZFIN;Acc:ZDB-GENE-041014-237]";"si:dkey-241l7.5";565442;"ZDB-GENE-041014-237"
"17172";"ENSDARG00000088999";"methyltransferase like 4 [Source:ZFIN;Acc:ZDB-GENE-130129-2]";"mettl4";560686;"ZDB-GENE-130129-2"
"17173";"ENSDARG00000089000";"trace amine associated receptor 1b [Source:ZFIN;Acc:ZDB-GENE-041014-58]";"taar1b";794715;"ZDB-GENE-041014-58"
"17174";"ENSDARG00000089004";"si:ch211-207e14.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3405]";"si:ch211-207e14.4";559686;"ZDB-GENE-030131-3405"
"17175";"ENSDARG00000089005";"";"AL772298.1";NA;""
"17176";"ENSDARG00000089009";"FERM and PDZ domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-140328-1]";"frmpd1b";101882587;"ZDB-GENE-140328-1"
"17177";"ENSDARG00000089019";"si:ch211-175m2.5 [Source:ZFIN;Acc:ZDB-GENE-130530-947]";"si:ch211-175m2.5";568697;"ZDB-GENE-130530-947"
"17178";"ENSDARG00000089021";"si:dkey-7f16.3 [Source:ZFIN;Acc:ZDB-GENE-131120-59]";"si:dkey-7f16.3";NA;"ZDB-GENE-131120-59"
"17179";"ENSDARG00000089026";"si:dkey-183k8.2 [Source:ZFIN;Acc:ZDB-GENE-131125-40]";"si:dkey-183k8.2";798821;"ZDB-GENE-131125-40"
"17180";"ENSDARG00000089032";"si:ch211-154o6.2 [Source:ZFIN;Acc:ZDB-GENE-030131-2855]";"si:ch211-154o6.2";568558;"ZDB-GENE-030131-2855"
"17181";"ENSDARG00000089033";"ribosomal RNA adenine dimethylase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050522-515]";"rrnad1";791981;"ZDB-GENE-050522-515"
"17182";"ENSDARG00000089039";"zgc:173585 [Source:ZFIN;Acc:ZDB-GENE-070822-26]";"zgc:173585";100124605;"ZDB-GENE-070822-26"
"17183";"ENSDARG00000089042";"forkhead box B1a [Source:ZFIN;Acc:ZDB-GENE-990616-47]";"foxb1a";30542;"ZDB-GENE-990616-47"
"17184";"ENSDARG00000089043";"protein tyrosine phosphatase, non-receptor type 6 [Source:ZFIN;Acc:ZDB-GENE-030131-7513]";"ptpn6";335573;"ZDB-GENE-030131-7513"
"17185";"ENSDARG00000089050";"CUB and zona pellucida-like domains 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-131122-16]";"cuzd1.1";110437703;"ZDB-GENE-131122-16"
"17186";"ENSDARG00000089055";"ubiquitin-conjugating enzyme E2Ka (UBC1 homolog, yeast) [Source:ZFIN;Acc:ZDB-GENE-050320-48]";"ube2ka";541355;"ZDB-GENE-050320-48"
"17187";"ENSDARG00000089060";"potassium inwardly-rectifying channel, subfamily J, member 1a, tandem duplicate 5 [Source:ZFIN;Acc:ZDB-GENE-050420-120]";"kcnj1a.5";568823;"ZDB-GENE-050420-120"
"17188";"ENSDARG00000089063";"lactamase, beta-like 1a [Source:ZFIN;Acc:ZDB-GENE-030131-7625]";"lactbl1a";568717;"ZDB-GENE-030131-7625"
"17189";"ENSDARG00000089066";"NHS-like 2 [Source:ZFIN;Acc:ZDB-GENE-130530-951]";"nhsl2";794153;"ZDB-GENE-130530-951"
"17190";"ENSDARG00000089067";"si:dkey-83f18.5 [Source:ZFIN;Acc:ZDB-GENE-070705-504]";"si:dkey-83f18.5";561255;"ZDB-GENE-070705-504"
"17191";"ENSDARG00000089071";"Usher syndrome 1C binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-121024-2]";"ushbp1";100148935;"ZDB-GENE-121024-2"
"17192";"ENSDARG00000089075";"si:ch73-173p19.1 [Source:ZFIN;Acc:ZDB-GENE-130530-952]";"si:ch73-173p19.1";100332407;"ZDB-GENE-130530-952"
"17193";"ENSDARG00000089076";"gephyrin a [Source:ZFIN;Acc:ZDB-GENE-110127-3]";"gphna";555470;"ZDB-GENE-110127-3"
"17194";"ENSDARG00000089077";"regulator of G protein signaling 1 [Source:ZFIN;Acc:ZDB-GENE-070705-145]";"rgs1";556179;"ZDB-GENE-070705-145"
"17195";"ENSDARG00000089078";"si:ch211-160j14.3 [Source:ZFIN;Acc:ZDB-GENE-091204-86]";"si:ch211-160j14.3";101886266;"ZDB-GENE-091204-86"
"17196";"ENSDARG00000089079";"si:ch211-214b16.3 [Source:ZFIN;Acc:ZDB-GENE-081105-50]";"si:ch211-214b16.3";NA;"ZDB-GENE-081105-50"
"17197";"ENSDARG00000089086";"musculoskeletal, embryonic nuclear protein 1b [Source:ZFIN;Acc:ZDB-GENE-111129-2]";"mustn1b";563713;"ZDB-GENE-111129-2"
"17198";"ENSDARG00000089087";"hemoglobin, beta adult 1 [Source:ZFIN;Acc:ZDB-GENE-990415-18]";"hbba1";30216;"ZDB-GENE-990415-18"
"17199";"ENSDARG00000089090";"monocyte to macrophage differentiation-associated 2b [Source:ZFIN;Acc:ZDB-GENE-090313-336]";"mmd2b";NA;"ZDB-GENE-090313-336"
